userName,screenName,userID,userLocation,user_descrip,user_url,followers,friends,user_ctime,source,post_time,tweet_id,tweet_text,favorite_count,retweet_count
Jessica Marie Johnson,jmjafrx,43395368,Baltimore,"Slavery, history, Black life, digital things. Associate prof. Wicked Flesh (@PennPress, 2020). DH: @life_x_code x @dslprojects x @adphdbooks",https://t.co/YdmpecTJCz,34697,2150,2009-05-29 19:50:26+00:00,Twitter Web App,2022-09-26 23:55:29+00:00,1574548243903815682,RT @LauraAdderley: At least a half million people in western Cuba will face direct damaging impacts from Hurricane Ian. US news presenters…,0,33
☀️summer lynx 🍉fully vaccinated💉,Jinxthelynx,123929960,Canada,"A certain red Canadian lynx🐾  28 Female Ontario, Canada
Bisexual 💜💖💙
@FFAFursuits family",https://t.co/B0YwNIeOQq,8535,7314,2010-03-17 17:33:19+00:00,Twitter Web App,2022-09-26 23:55:29+00:00,1574548243178037248,"RT @weathernetwork: Hurricane #Ian is forecast to continue rapidly strengthening, with conditions in western Cuba set to deteriorate as soo…",0,12
Bunk Strutts,BunkStrutts,353518747,,A Damn Decent Sonofabitch #IStandWithPlatitudes,https://t.co/g149tVBV2A,149,120,2011-08-12 05:59:19+00:00,Twitter Web App,2022-09-26 23:55:28+00:00,1574548237482008576,"@Charlen60403930 @DrGeorgeBurdell It's Hurricane Ian. Hurricane Silly hasn't formed.

See that little circle midway up on the right? I'm in a chair about 24 inches SSW of it.",0,0
Denise Barham,DeniseBarham1,1536814458693210113,,,,675,1213,2022-06-14 20:55:18+00:00,Twitter for Android,2022-09-26 23:55:27+00:00,1574548233291956230,@LunaticLarry3 Hello Larry! Sending prayers 🙏 for you and your family to stay safe during hurricane 🌀 Ian! 🙏,0,0
Marjie Gowdy,ScribeMarjie,20793637,"Callaway, VA","Poet, artist, dogs, donkey, horses, mountains. #Resist #BlueCrew Founding ED, https://t.co/4L7NZONZ4C https://t.co/ihOp7yF0kE… ☮️🌻🦉🇺🇦",https://t.co/PIUyQt4k2B,5180,5696,2009-02-13 18:37:48+00:00,Twitter Web App,2022-09-26 23:55:26+00:00,1574548231857459201,RT @AnaCabrera: Hurricane Center Director calls Hurricane Ian forecast “near worst-case scenario” for Tampa,0,616
✌️XRPVeteran ☀️,XRP5326,949859902221987840,The World I Created,Navy SEAL | CIA | Investor | No tolerance for #bs people or things #xrp Since 2017 ☀️#flr #sgb #xlm #xdc,https://t.co/7ckm4JBmM7,395,1167,2018-01-07 04:27:03+00:00,Twitter for iPhone,2022-09-26 23:55:26+00:00,1574548231840841728,RT @Reuters: Florida Governor Ron DeSantis urged residents to prepare for Hurricane Ian and be prepared for potential evacuations as the st…,0,19
Aaron Schuman,AaronWSchuman,1089307651,MI,Atheist/Democratic-socialist/Comedian/MarineVet/Superdad/aspiring drummer,,88,435,2013-01-14 15:17:02+00:00,Twitter Web App,2022-09-26 23:55:25+00:00,1574548225477947393,"RT @OccupyDemocrats: BREAKING: President Biden does what Trump never would, puts politics aside and pledges all “federal resources” necessa…",0,7031
Dennis Goodenough,DennisGood_3,377513593,"Coudersport, Pennsylvania, USA","Retired-30+ years finance, ops, fin tech. Riley’s dad. Vice Chair Potter County dems. Food, wine & respect solve many things (he/him) 🏳️‍🌈☮️⚖️🎼#Resister",,1096,1844,2011-09-21 18:03:00+00:00,Twitter for iPad,2022-09-26 23:55:24+00:00,1574548224194510859,"RT @CharlieCrist: Florida, please take Hurricane Ian seriously. 

Listen to our local authorities and make a plan. https://t.co/jbbBCUvxis",0,637
LaNita Darden 💙🌊💙I WILL NOT BE BULLIED!,lanita_darden,1499115136874909696,"North Carolina, USA","Retired Commercial Interior Designer, Artist, formulator of all natural vegan bodycare.
Votes Democrat!! NO🚫DM's!!",,4010,5001,2022-03-02 20:11:36+00:00,Twitter for Android,2022-09-26 23:55:23+00:00,1574548218825871362,RT @7Veritas4: Hurricane Ian is projected to be the worst disaster to hit Florida since its current governor.,0,1645
Gage Shaw,WXgage,831019171,"Norman, OK","Oklahoman from Purcell - Videography/Photography - Certified drone pilot - Documenting weather all around the country, and globally someday. #GoPokes #ThunderUp",https://t.co/LSD0Zo7vsO,4722,625,2012-09-18 13:02:05+00:00,Twitter for iPhone,2022-09-26 23:55:23+00:00,1574548216959336455,"RT @LatinWx: With #Ian approaching the U.S., it is imperative that information is multilingual. 

The 2021 Census estimates that 22% of Flo…",0,7
Juliana Palencia,juliana_P098,1646225216,Chasing a dream✨🌟,Everything happens for a reason💛,,465,509,2013-08-04 21:54:30+00:00,Twitter for iPhone,2022-09-26 23:55:22+00:00,1574548214635692040,"RT @KoloneHusky: Proof that even when a hurricane is coming, Floridians do not want #Dasani. 😂

#Ian https://t.co/WEXXbD94ff",0,318
K Bread,KatKatynell,729863696311320576,,,,34,64,2016-05-10 02:40:40+00:00,Twitter Web App,2022-09-26 23:55:22+00:00,1574548214321381377,RT @GovRonDeSantis: #Ian has strengthened into a hurricane and is expected to become a major hurricane as it moves through the Gulf. I enco…,0,808
Reilly,Reillyskater96,1875966074,,"University of Michigan Alumni 💛💙, University of South Florida graduate student 💚🤍",,241,931,2013-09-17 15:48:48+00:00,Twitter for iPhone,2022-09-26 23:55:22+00:00,1574548212991524887,RT @stephisham12: idk why hurricane Ian wants to come to disney world for epcot40 the merch isn’t even that great,0,245
☀️summer lynx 🍉fully vaccinated💉,Jinxthelynx,123929960,Canada,"A certain red Canadian lynx🐾  28 Female Ontario, Canada
Bisexual 💜💖💙
@FFAFursuits family",https://t.co/B0YwNIeOQq,8535,7314,2010-03-17 17:33:19+00:00,Twitter Web App,2022-09-26 23:55:22+00:00,1574548212743950336,RT @daynavettese: Current visible satellite shows #HurricaneIan is getting its act together in terms of structure looking much more like a…,0,7
Anita Byars,AnitaByars,2472620932,"Waterloo, IL",Retired School Nurse. Retired Swim Coach. Grandmother to two Granddaughters. Avid reader and swimmer. Loves to cook.,https://t.co/yTf8oZZINz,114,611,2014-04-09 22:12:08+00:00,Twitter for iPad,2022-09-26 23:55:20+00:00,1574548205676638209,"RT @OccupyDemocrats: BREAKING: President Biden does what Trump never would, puts politics aside and pledges all “federal resources” necessa…",0,7031
fatnsassypants,mbodolay99,3406059641,"Sacramento, CA","An old time activist! Progressive Dem.I stand 4 The Voting Act, fat activist. BLM Ally. Biden/Harris 2024, no repugs! No DM’s or ask 4 $$ =blocked",,1386,2383,2015-08-06 18:42:42+00:00,Twitter for iPhone,2022-09-26 23:55:19+00:00,1574548202673430529,RT @NoUseForTrump: Isn't it interesting that Joe Biden immediately granted Florida's request for emergency funds for Hurricane Ian without…,0,4034
Kenley Hargett,kenleyontv,2577001194,"Nashville, TN","EVERYTHING YOU NEED TO KNOW ABOUT MIDDLE TN!
Emmy nominated Anchor/Reporter @Morehouse and @ColumbiaJourn I #ΚΑΨ I #NABJ. Retweets are not endorsements.",https://t.co/JHL04dpspF,28552,625,2014-06-19 15:04:35+00:00,IFTTT,2022-09-26 23:55:19+00:00,1574548201822093330,"RT @DanielleBreezy: Heads up! Hurricane Ian looks to make landfall in Florida later this week and then head our way by Friday night bringing rain.  It looks like Saturday will be soggy and Sunday will at least start off wet. 1-3"" of rain is possible. … https://t.co/S310rqf8yY",0,0
HM,HMarindeCenteno,2228986545,"Caracas, Venezuela",,,144,390,2013-12-16 18:55:08+00:00,Twitter for Android,2022-09-26 23:55:18+00:00,1574548198282100738,RT @NHC_Surge: 9/26 5pm ET: Life-threatening storm surge from Hurricane #Ian is likely along much of the Florida west coast. A storm surge…,0,208
🦋🌸🌿Madly Jane🪰🌸🌿🐝,GirlsandGoblins,594740701,"Wontierioniasiopolis, MS",Artist. Writing. Romanticism. FairyTales. Folklore. Gothic. Melancholy.  Medieval Magic. Religion. Spiritualism. ||  Francesca Woodman. #BrianMolko,https://t.co/E6ZvgwuwDh,1706,948,2012-05-30 16:55:02+00:00,Twitter Web App,2022-09-26 23:55:18+00:00,1574548196860231692,"RT @StephenKing: They can knock an asteroid off course, but not Hurricane Ian. Boo.",0,1903
AuntSophie 🇺🇦,AuntSophie1,547155318,,"Former Dem Comm staff on Social Security, pensions, taxes. Retired law prof. KHive. BLM. #StillWithHer Hawkeye=Clint Barton. #StandwithUkraine 🇺🇦",,2440,688,2012-04-06 20:04:42+00:00,Twitter Web App,2022-09-26 23:55:18+00:00,1574548196667293720,RT @tropicalupdate: An afternoon look at Hurricane Ian. Pressure down to 978. Satellite here puts into perspective how big it is compared t…,0,290
Marty,martybeetsphoto,124412467,"Auckland, New Zealand",,https://t.co/b48QLmiokF,761,871,2010-03-19 09:32:51+00:00,Twitter Web App,2022-09-26 23:55:17+00:00,1574548192766857218,RT @EpochTVus: #Florida Gov. #RonDeSantis has declared a state of emergency as #HurricaneIan is on a track to hit the state’s west coast as…,0,2
ragnheiður,ragnheioura,403085360, Nowhere,I want to be the person my dogs think I am.  🇺🇸🇺🇸🇺🇸🌞 🏝🏖🍊🍋🐕🐋🦈 #FreeStateOfFlorida.#UltraMAGA 🇺🇸,,1742,3250,2011-11-02 00:32:42+00:00,Twitter for iPhone,2022-09-26 23:55:15+00:00,1574548185187758080,"RT @CaseyDeSantis: Now is the time to plan for Hurricane Ian.

There is risk of storm surge, hurricane-force winds and heavy rainfall along…",0,222
Lala Merino,Lala50535227,1350576975711137792,,,,625,685,2021-01-16 22:54:17+00:00,Twitter for iPhone,2022-09-26 23:55:15+00:00,1574548182922514434,"RT @StephenKing: They can knock an asteroid off course, but not Hurricane Ian. Boo.",0,1903
Jose,cocinaPR,188042601,,,,53,510,2010-09-07 20:00:16+00:00,Twitter for iPhone,2022-09-26 23:55:15+00:00,1574548182511517706,"RT @OccupyDemocrats: BREAKING: President Biden does what Trump never would, puts politics aside and pledges all “federal resources” necessa…",0,7031
angie♡⚾🏎️,willowroses,1266492920850518024,Dominican Republic,"multi stan acc who loves sports. writer.
sometimes contributes to @phisportstoday
nba | mlb | f1 | nfl
pan 
she/her
@sixersangie",,942,1797,2020-05-29 22:13:48+00:00,Twitter for Android,2022-09-26 23:55:14+00:00,1574548182033657857,"RT @GoodRobinHood: #HurricaneIan #Hurricane #Ian #TropicalStormIan 

You know shit is serious when spongebob is evacuating.... https://t.co…",0,982
Kristin Diaz,KristinDiazTv,2825322668,Texas,"Anchor for the National Edward R. Murrow winning @krld Afternoon News
Dallas, TX | UNT grad | NAHJ member | IG: kristindiaztv 🇨🇺🇲🇽",https://t.co/eSIWDKlewH,3442,1427,2014-09-22 00:22:01+00:00,Twitter Web App,2022-09-26 23:55:14+00:00,1574548181643595776,"RT @GovRonDeSantis: As Hurricane Ian increases in strength to a Category 2, tropical storm, hurricane and storm surge watches and warnings…",0,598
Marcus,Marcus93503054,1096892209603870720,,,,66,71,2019-02-16 22:00:56+00:00,Twitter Web App,2022-09-26 23:55:14+00:00,1574548178426204160,"RT @OccupyDemocrats: BREAKING: President Biden does what Trump never would, puts politics aside and pledges all “federal resources” necessa…",0,7031
ALThorRTCT🇺🇦🍷,DragonRebornRT,1498406205013827590,Earth,"specializing in sarcasm
fed up with Qnon right
having fun with Twitter while yelling at the moron Right thinkers",,28,177,2022-02-28 21:15:47+00:00,Twitter for Android,2022-09-26 23:55:13+00:00,1574548175532195855,"RT @bblock29: Desantis has ordered Mandatory Evacuations in parts of Florida ahead of Hurricane Ian.

But What about their FREEDOM Gov DeSa…",0,584
jose batista falcon,batista_falcon,4387090107,"Tampa, FL",Jose Batista Falcon Expricionero político y de Conciencia #UNPACU  Defensor de los Derechos HUMANOS del Pueblo Cubano,,1132,613,2015-12-05 21:43:42+00:00,Twitter for Android,2022-09-26 23:55:13+00:00,1574548174340911104,"RT @NWS: At 5:30pm ET today, NOAA's National Hurricane Center will host a special Hurricane #Ian briefing on YouTube Live. Watch here: http…",0,272
AmaranthaCrane,CraneAmarantha,1040731298803994626,Mid red Fl tryn 2 flip it blue,,,430,1176,2018-09-14 22:37:32+00:00,Twitter for iPad,2022-09-26 23:55:12+00:00,1574548171799265292,"RT @CharlieCrist: Florida, please take Hurricane Ian seriously. 

Listen to our local authorities and make a plan. https://t.co/jbbBCUvxis",0,637
Dinah Voyles Pulver,DinahVP,51509822,"Florida, US","Climate / environment reporter. Mom & daughter of veterans. Crazy Grandma. ""To love what you do & feel that it matters, how could anything be more fun""-K Graham",https://t.co/6i5gUe33U7,4260,2081,2009-06-27 18:16:00+00:00,Twitter Web App,2022-09-26 23:55:12+00:00,1574548171690479617,"The depth of #HurricaneIan surge and distance it pushes inland into rivers and streams will depend on how close the storm gets to shore, whether it arrives at high tide and how much rain falls. 

https://t.co/tztFqqKaq9",2,1
Amy,MoxxieFoxxie,3043430467,,Mother ⚜️ Gamer ⚜️ Knower of random facts,,52,66,2015-02-26 12:31:36+00:00,Twitter for iPhone,2022-09-26 23:55:11+00:00,1574548167906861056,RT @tropicalupdate: Latest NHC impacts from Hurricane Ian from the 5pm track. New track comes out at 11pm. https://t.co/Hk3pbO7x8H #flwx #I…,0,98
Olga 🇺🇸🇩🇪,blaschke_olga,703615311711330304,"St Petersburg, FL","proud American, wife, mother, grandmother. 100% Trump supporter,#MAGA",,944,375,2016-02-27 16:18:57+00:00,Twitter for iPhone,2022-09-26 23:55:11+00:00,1574548167894642688,"RT @GovRonDeSantis: As Hurricane Ian increases in strength to a Category 2, tropical storm, hurricane and storm surge watches and warnings…",0,598
Ned kelly.,Nedk30,849600511,Bowden. England. ,"G/Dad To Grace & Violet.Father of 2.Ex Soldier, (12 years SF.)Pioneer of Security @ Soccer Stadium's, Racetracks,Pop Stars,Vip Protection. Security Consultant.",,4097,414,2012-09-27 17:02:26+00:00,Twitter for Android,2022-09-26 23:55:11+00:00,1574548166640226304,RT @thehill: White House and DeSantis put politics aside amid Hurricane Ian response https://t.co/uhbwS830Ml https://t.co/iUHTvCPUZh,0,135
jose batista falcon,batista_falcon,4387090107,"Tampa, FL",Jose Batista Falcon Expricionero político y de Conciencia #UNPACU  Defensor de los Derechos HUMANOS del Pueblo Cubano,,1132,613,2015-12-05 21:43:42+00:00,Twitter for Android,2022-09-26 23:55:11+00:00,1574548166141100032,RT @NHC_Atlantic: Here are the 5pm Key Messages on Hurricane #Ian. Hurricane and Storm Surge Warnings have been issued for parts of the wes…,0,531
HM,HMarindeCenteno,2228986545,"Caracas, Venezuela",,,144,390,2013-12-16 18:55:08+00:00,Twitter for Android,2022-09-26 23:55:10+00:00,1574548165029658647,RT @tropicalupdate: Latest NHC impacts from Hurricane Ian from the 5pm track. New track comes out at 11pm. https://t.co/Hk3pbO7x8H #flwx #I…,0,98
Una Vox,una__vox,2918947319,,"I retweet everything by @voxdotcom, but only the first time they post it. @bugloaf made me.",http://t.co/qV98eQTJ5c,92,1,2014-12-13 03:03:51+00:00,Una Vox,2022-09-26 23:55:08+00:00,1574548156657930240,"RT @voxdotcom: Wind and rain alone aren’t what’s making Hurricane Ian a threat; Florida’s population has been growing in recent years, with…",0,7
Airesfin,Airesfin,728604199643140097,,,,11,227,2016-05-06 15:15:52+00:00,Twitter Web App,2022-09-26 23:55:07+00:00,1574548151964516353,RT @NWSEastern: At 5 pm Mon Hurricane Ian was located 155 mi SE of the western tip of Cuba with max sustained winds of 100 mph and a centra…,0,82
Judy Carlyle,judy_carlyle,890251065073049601,"Oklahoma City, OK 73162",I love OU sports! I can watch football 24-7!,,416,16,2017-07-26 16:42:48+00:00,Twitter Web App,2022-09-26 23:55:07+00:00,1574548149271949313,"RT @OccupyDemocrats: BREAKING: President Biden does what Trump never would, puts politics aside and pledges all “federal resources” necessa…",0,7031
Tampa Bay Parenting,TBParenting,32869315,"Tampa Bay, FL",Tampa Bay Parenting is the area's favorite resource for local family-friendly fun and expert advice from those in the know!,https://t.co/xEC0DqRUb3,12859,4488,2009-04-18 12:37:23+00:00,Twitter for iPhone,2022-09-26 23:55:07+00:00,1574548148759953413,Hurricane Ian – Tampa Bay Area Closures and Cancellations https://t.co/NSfb7yt5EG,0,2
Sarah Says Primates Are Not Pets!,LangurLover,1134099633548943360,"San Diego, CA",#CWU Anthropology alum. Grad student studying conservation education via Miami U/Project Dragonfly.  Opinions my own. #Cats #Primates #Sharks #Anthroplogy,https://t.co/3HiZtqWIN8,4270,4763,2019-05-30 14:09:57+00:00,Twitter Web App,2022-09-26 23:55:06+00:00,1574548147572908032,"Thinking of all my FL friends, their pets and the wildlife as Hurricane Ian approaches. Stay safe!",10,1
Jonathan Fulham,JonathanFulham,1088257818879320064,"Lowell, NC","Produce Manager, Doggie Dad to Sunny, I love my friends and family. Proud Democrat! PRO CHOICE ANTI MAGA TRUMP and PROUD!",,81,1115,2019-01-24 02:10:57+00:00,Twitter Web App,2022-09-26 23:55:04+00:00,1574548140245516303,RT @NotHoodlum: JUST IN: Trump used his Sharpie to move Hurricane Ian away from Mar-a-Lago.,0,890
Bishop Moore Volleyball,HornetGVB,747552372675645440,"Orlando, FL",We Believe. Forever Strong. Luke 12:48. Proverbs 27:17. Galatians 6:2. 1 Corinthians 12:14 National Champions 2012 State Champions 2016 2015 2013 2012 2000 1999,,359,288,2016-06-27 22:09:09+00:00,Twitter for iPhone,2022-09-26 23:55:03+00:00,1574548134776143876,"RT @letsgohornets: Due to the forecasted potential impact of Hurricane Ian on the Central Florida area, Bishop Moore Catholic High School w…",0,3
Vox,voxdotcom,2347049341,,Understand the news. Support Vox with a contribution: https://t.co/mWnBdEt4LM,http://t.co/RnqX4a68G1,1046560,171,2014-02-16 15:46:00+00:00,SocialFlow,2022-09-26 23:55:03+00:00,1574548134260133888,"Wind and rain alone aren’t what’s making Hurricane Ian a threat; Florida’s population has been growing in recent years, with some of the largest increases in vulnerable coastal cities like Tampa and Miami. https://t.co/GnXlzGozvK",16,7
Myk3 Hawke,Myk3hawke,973021015285510144,,,,73,330,2018-03-12 02:21:02+00:00,Twitter for iPhone,2022-09-26 23:55:03+00:00,1574548132238544896,"RT @OccupyDemocrats: BREAKING: President Biden does what Trump never would, puts politics aside and pledges all “federal resources” necessa…",0,7031
Rob,robg0927,71299542,I am right here.,I've got nothing.,,4391,281,2009-09-03 16:48:58+00:00,TweetDeck,2022-09-26 23:55:01+00:00,1574548127465472030,"RT @JeffDarlington: Thread: If the Bucs are unable to host the Chiefs on Sunday due to the impact of Hurricane Ian, the NFL is unlikely to…",0,76
Samuel Orihuela,Samuel0rihuela,361038143,E T E R N I T Y ,Let's change the world,,560,233,2011-08-24 04:28:42+00:00,Twitter for iPhone,2022-09-26 23:55:01+00:00,1574548127037653016,RT @accuweather: The hurricane will pound Cuba and rapidly intensify. AccuWeather forecasters say a number of factors will influence its st…,0,106
Jen A. Miller,byJenAMiller,14525172,"Audubon, N.J.","Runner, writer, Garden State defender. Author of RUNNING: A LOVE STORY. Writes the Notes from a Hired Pen ebook series - link in pinned tweet! (she/her)",https://t.co/QpTiKQD7D5,18668,975,2008-04-25 11:24:03+00:00,Twitter Web App,2022-09-26 23:55:01+00:00,1574548125229907975,RT @tropicalupdate: Latest NHC impacts from Hurricane Ian from the 5pm track. New track comes out at 11pm. https://t.co/Hk3pbO7x8H #flwx #I…,0,98
🐳 🍷 🍇- Leo‘s Dad,Leosdad1,1375465907443630087,Martha‘s Vineyard,🇺🇸 Gay Not Queer. Pray for Martha’s Vineyard. 🐳🍇🍷,,85,360,2021-03-26 15:13:41+00:00,Twitter for iPad,2022-09-26 23:55:01+00:00,1574548124596637697,RT @Doc_Chimpanzee: Breaking: governor DeSantis has rerouted hurricane Ian to Martha’s Vineyard https://t.co/YVUBwhHGLe,0,2056
BlackEagleRealEstate,BlkEglRE,751750208891920384,"Dallas, TX","Commercial Real Estate, fluent in CMBS, Multifamily owner. tweets are not endorsements",https://t.co/ztaW54arQT,74,196,2016-07-09 12:09:51+00:00,Twitter for iPhone,2022-09-26 23:55:00+00:00,1574548120993943552,"@TreppWire RE: Marriott Grand Cayman - Hurricane Ivan took it out in 2005, after I had taken title (no Foreclosure in GC) from the Borrower. Now it’s back and hopefully Hurricane Ian will show some grace to the small island and Hotel.",0,0
Joy,joy24543463_joy,1261398664662016000,"Grand Coulee, WA",Joyce from the block😜,,624,955,2020-05-15 20:51:29+00:00,Twitter for Android,2022-09-26 23:55:00+00:00,1574548120687775744,"RT @OccupyDemocrats: BREAKING: President Biden does what Trump never would, puts politics aside and pledges all “federal resources” necessa…",0,7031
Samuel Orihuela,Samuel0rihuela,361038143,E T E R N I T Y ,Let's change the world,,560,233,2011-08-24 04:28:42+00:00,Twitter for iPhone,2022-09-26 23:54:57+00:00,1574548110415626243,"RT @accuweather: Ian is bringing the most substantial threat to the mainland U.S. so far this Atlantic hurricane season, and is forecast to…",0,110
Alan Shore,AskedEtAnswered,370406988,US,pronouns: My Liege/M'Lord,,816,2714,2011-09-08 23:56:08+00:00,Twitter for Android,2022-09-26 23:54:57+00:00,1574548108217749504,RT @Doc_Chimpanzee: Breaking: governor DeSantis has rerouted hurricane Ian to Martha’s Vineyard https://t.co/YVUBwhHGLe,0,2056
Scott Somer,ScottnearSMF,38588833,,,,1163,3696,2009-05-08 02:47:59+00:00,Twitter for Android,2022-09-26 23:54:57+00:00,1574548107261448192,RT @RadarOmega: Here's a look at the severe weather outlook for the Florida panhandle over the next three days ahead of Hurricane #Ian's ar…,0,6
James Szatkowski,jamesszatkowski,32602296,"Boise, Idaho USA  No DMs Plz","Professional Engineer, retired USN Engineer,  🌊💙🌊",https://t.co/iVnEqurugH,7061,7684,2009-04-17 21:36:11+00:00,Twitter Web App,2022-09-26 23:54:55+00:00,1574548102496649216,"RT @OccupyDemocrats: BREAKING: President Biden does what Trump never would, puts politics aside and pledges all “federal resources” necessa…",0,7031
Joseph Isador ☮️🏳️‍🌈💜,joseph_isador,1447718971793240066,,"Lover of art, music, history, film, politics, nature, gardening, cooking, health/gym, reading, photog & walking doggy Jolie.#resistance #voteblue #StudentOfLife",,1617,2670,2021-10-12 00:22:11+00:00,Twitter for iPhone,2022-09-26 23:54:54+00:00,1574548094737297408,RT @SundaeDivine: Ron DeSantis is leading Florida through Hurricane Ian by flying all of Tampa to Martha’s Vineyard and supplying citizens…,0,125
Johnnie Nicholson,thekyniche,43567658,"London, Ky","Certified #Weather Geek!! #kywx #BBN, #Photography, #Nature, #Sunrise, #Sunset, #Astronomy, #Astrophotography, #WKYTwxWatchers #NWS ##WYMTwxWatcher",,1887,1031,2009-05-30 18:15:41+00:00,Twitter Web App,2022-09-26 23:54:53+00:00,1574548093319643137,RT @MarcWeinbergWX: RECON measured 965.2 mb on the latest pass through the eye of #Hurricane #Ian. Still intensifying… https://t.co/cJLiG4j…,0,13
Wallup Daily News,Brospar2022,849633103480057856,USA,,https://t.co/OaSHjHvPbe,164,416,2017-04-05 14:41:32+00:00,WordPress.com,2022-09-26 23:54:53+00:00,1574548090723368971,Hurricane Ian Update – ABC Columbia https://t.co/O8WkL6TlYf,1,0
jea,dntwnnablikeu,1544564250206674945,she/they ⚢,professional hater,,6,35,2022-07-06 06:10:25+00:00,Twitter for iPhone,2022-09-26 23:54:52+00:00,1574548089565855744,Hurricane Ian when i kms and it has to carry my lifeless body away in the wind https://t.co/VG6aKpZYCJ,3,0
Steve Gripeings,gripeings,1269289485071716357,"Illinois, USA",I like to gripe. Not a bot. Fluent in .gif. Pronouns: Who/ Whom.,,4,10,2020-06-06 15:26:22+00:00,Twitter for iPhone,2022-09-26 23:54:52+00:00,1574548088815251457,I am no herpetologist or anything but I think hurricane Ian‘s going to f&amp;ck some sh!t up.,0,0
eric shipley,bravesno1,458074129,,,,58,314,2012-01-08 04:37:34+00:00,Twitter for iPhone,2022-09-26 23:54:51+00:00,1574548081697234944,"RT @OccupyDemocrats: BREAKING: President Biden does what Trump never would, puts politics aside and pledges all “federal resources” necessa…",0,7031
Ann Crossley,ann_crossley,2324379750,,"I Retweet, Therefore I Am.😎
Equal Justice Under Law.
No One Is Above The Law.
#AbolishElectoralCollege
#EndCitizensUnited
#ItsOurCountryToo✌🏽❤🌄🗽🌄❤✌🏽",,2437,4996,2014-02-02 21:25:52+00:00,Twitter for Android,2022-09-26 23:54:50+00:00,1574548080149438464,"RT @burgwx: [Monday, 9/26 Evening Update] After several days of large forecast uncertainty and alternating east/west trends, a consensus is…",0,78
Linda Feinberg,feinberg_linda,776116159779266561,,,,678,325,2016-09-14 17:51:26+00:00,Twitter for iPad,2022-09-26 23:54:50+00:00,1574548079063228416,"RT @CecilyTynan: If you have friends or family in the Tampa Bay area, please urge them to follow evacuation orders. Although a shift in tra…",0,36
aple,ApleAnimation,1422339461279535110,hi,I might do animations #teambloom,,130,265,2021-08-02 23:32:17+00:00,Twitter Web App,2022-09-26 23:54:47+00:00,1574548068716122112,RT @Ironik0422: I didn't know there was a hurricane so I thought Ian from smosh was terrorizing the entirety of fucking Florida,0,2486
Phil Young,teamyoung97,2929036161,"Selah, WA",,,1015,1754,2014-12-18 06:05:35+00:00,Twitter for iPhone,2022-09-26 23:54:47+00:00,1574548066648334336,"RT @fsugarnetgold: With the panic around the developing Hurricane Ian, I would like to remind everyone to consider Middle Tennessee when pl…",0,1476
REM,REM00358362,1340750852697550851,,,,15,34,2020-12-20 20:08:23+00:00,Twitter for iPad,2022-09-26 23:54:46+00:00,1574548061740728332,"RT @OccupyDemocrats: BREAKING: President Biden does what Trump never would, puts politics aside and pledges all “federal resources” necessa…",0,7031
Hillbilly,2020Aqui,150469846,"Hammond, LA United States",God is Love.,,4584,4633,2010-06-01 01:03:29+00:00,Twitter Web App,2022-09-26 23:54:45+00:00,1574548059119550464,RT @Doc_Chimpanzee: Breaking: governor DeSantis has rerouted hurricane Ian to Martha’s Vineyard https://t.co/YVUBwhHGLe,0,2056
Dr. Presley Charles,presleycharles,36928503,"Palm Beach Gardens, FL","Principal of HL Watkins Middle School, Change Agent, Educator, Social Media Brand Ambassador, Alpha Man 🤙🏿and a FAMU Rattler 🐍🇭🇹🇧🇸! #SharePBCSD",https://t.co/7dCENygpwl,1696,2507,2009-05-01 11:59:24+00:00,Twitter for iPhone,2022-09-26 23:54:45+00:00,1574548057307615232,"RT @pbcsd: HURRICAN IAN UPDATE: The School District, in coordination with federal, state, and local emergency managers, continues to active…",0,98
Clearwater Patch,ClearwaterPatch,163492512,"Clearwater, FL","Local news, alerts, events and more. We’re your source for all things Clearwater.",https://t.co/YoeVvbiJTi,1805,952,2010-07-06 15:17:30+00:00,SocialFlow,2022-09-26 23:54:44+00:00,1574548053712830466,"Pinellas sheriff's deputies will restrict access to the Pinellas County barrier islands, including Clearwater Beach, starting at 7 a.m. https://t.co/RzCapLUyXb",0,0
Christine Harvey,hotsoupharvey,1102396998,"Amherstburg , Ontario",I am a retired senior with a lot of Living Left to Do,,117,249,2013-01-19 00:42:40+00:00,Twitter for iPad,2022-09-26 23:54:44+00:00,1574548053398257681,"RT @OccupyDemocrats: BREAKING: President Biden does what Trump never would, puts politics aside and pledges all “federal resources” necessa…",0,7031
Stan Neenan,FineTuningStan,432614567,,,,3,12,2011-12-09 15:54:56+00:00,Twitter Web App,2022-09-26 23:54:43+00:00,1574548052173459457,"Look out, Mississippi!

Donald Trump’s chart shows YOU are at risk from Hurricane Ian! https://t.co/2E8FcW6lv0",0,0
David Neff,aneffsaneff,3081313902,"Treasure Coast, FL","Just as I am without one plea. Gratefully born again. Secondary passions are weather, stock/option trading, aviation, astronomy, and sports, including F1.",,1449,772,2015-03-14 15:41:19+00:00,Twitter for Android,2022-09-26 23:54:43+00:00,1574548050428633088,"RT @burgwx: [Monday, 9/26 Evening Update] After several days of large forecast uncertainty and alternating east/west trends, a consensus is…",0,78
